,links
29,https://www.straitstimes.com/singapore/manpower/labour-market-improved-in-q3-but-hiring-may-slow-mom
30,https://www.straitstimes.com/singapore/manpower/pay-rise-for-landscape-maintenance-workers
31,https://www.straitstimes.com/singapore/manpower/jobseekers-should-learn-right-skills-to-match-new-jobs-workforce-singapore
32,https://www.straitstimes.com/singapore/manpower/higher-employment-rates-and-faster-income-growths-as-labour-market-improves
33,https://www.straitstimes.com/singapore/manpower/job-prospects-for-workers-next-year-mixed-across-sectors-observers
34,https://www.straitstimes.com/singapore/transport/whats-needed-to-beat-maritime-manpower-crunch
35,https://www.straitstimes.com/singapore/manpower/millennials-find-their-calling-in-unheard-of-jobs
36,https://www.straitstimes.com/singapore/manpower/move-to-have-a-global-standard-for-apprenticeships
37,https://www.straitstimes.com/singapore/manpower/maids-from-3-nations-celebrate-their-new-year
38,https://www.straitstimes.com/singapore/manpower/group-plans-to-start-maid-training-centre-in-myanmar
39,https://www.straitstimes.com/singapore/manpower/wp-urges-better-support-for-sporean-workers-older-pmets
40,https://www.straitstimes.com/singapore/manpower/tripartite-model-has-helped-spore-weather-crises-heng
41,https://www.straitstimes.com/singapore/manpower/cleaning-company-stepping-up-training-for-digital-era
42,https://www.straitstimes.com/singapore/manpower/retraining-efforts-helping-to-keep-workers-in-jobs-pm-lee
43,https://www.straitstimes.com/singapore/manpower/firms-urged-to-view-reskilling-training-as-investment
44,https://www.straitstimes.com/singapore/manpower/steady-labour-market-in-q1-despite-slowdown
45,https://www.straitstimes.com/singapore/manpower/ntuc-aims-for-1000-company-training-committees-in-3-years
46,https://www.straitstimes.com/singapore/manpower/i-robot-autonomous-cleaners-go-to-work
47,https://www.straitstimes.com/singapore/manpower/new-guidelines-on-rest-areas-for-outsourced-workers-by-year-end
48,https://www.straitstimes.com/singapore/manpower/mom-to-focus-on-career-mobility-josephine-teo
49,https://www.straitstimes.com/singapore/manpower/singapore-to-enjoy-seven-long-weekends-next-year
50,https://www.straitstimes.com/singapore/manpower/new-guidelines-set-out-what-constitutes-wrongful-dismissal
51,https://www.straitstimes.com/singapore/manpower/useless-masks-missing-earplugs
52,https://www.straitstimes.com/singapore/manpower/public-feedback-sought-on-wages-and-job-issues
53,https://www.straitstimes.com/singapore/manpower/they-come-to-singapore-with-little-baggage-and-big-dreams
54,https://www.straitstimes.com/singapore/manpower/ntuc-to-groom-more-women-leaders
55,https://www.straitstimes.com/singapore/manpower/firms-want-help-with-medical-bill-when-retirement-age-goes-up
56,https://www.straitstimes.com/singapore/manpower/help-for-workers-in-dispute-over-unpaid-wages
57,https://www.straitstimes.com/singapore/manpower/spore-way-of-helping-better-serves-needs-of-low-wage-workers
58,https://www.straitstimes.com/singapore/manpower/more-funds-available-to-help-companies-offer-flexi-work
59,https://www.straitstimes.com/singapore/manpower/govt-unions-and-bosses-agree-on-need-to-raise-retirement-age
60,https://www.straitstimes.com/singapore/manpower/flexibility-in-manpower-for-healthcare
61,https://www.straitstimes.com/singapore/manpower/worker-killed-in-changi-tipper-truck-accident
62,https://www.straitstimes.com/singapore/manpower/quota-cuts-will-they-finally-nudge-services
63,https://www.straitstimes.com/singapore/manpower/workplace-injuries-rise-fewer-deaths
64,https://www.straitstimes.com/singapore/manpower/working-to-help-freelance-instructors-upgrade-skills
65,https://www.straitstimes.com/singapore/manpower/planning-more-help-for-injured-workers-disabled-job-seekers
66,https://www.straitstimes.com/singapore/manpower/spotlight-on-injured-workers-not-getting-adequate-leave
67,https://www.straitstimes.com/singapore/manpower/two-slices-of-bread-and-a-toilet-break-between-12-hours-of-work
68,https://www.straitstimes.com/singapore/manpower/workers-clock-fewer-hours-over-eight-years-report
69,https://www.straitstimes.com/singapore/manpower/more-people-in-jobs-in-2018-with-layoffs-at-6-year-low-mom-data
70,https://www.straitstimes.com/singapore/manpower/mom-hiv-positive-staff-protected-from-wrongful-dismissal
71,https://www.straitstimes.com/singapore/manpower/pap-group-seeks-hike-in-cpf-contribution-for-those-above-55
72,https://www.straitstimes.com/singapore/manpower/use-tech-strong-company-culture-to-engage-staff
73,https://www.straitstimes.com/singapore/manpower/four-local-firms-lauded-for-furthering-womens-equality
74,https://www.straitstimes.com/singapore/manpower/women-in-singapore-earn-9-less-than-men
75,https://www.straitstimes.com/singapore/manpower/higher-share-of-workers-in-firms-offering-flexi-work
76,https://www.straitstimes.com/singapore/manpower/report-spore-could-be-among-best-places-to-hire-tech-talent
77,https://www.straitstimes.com/singapore/manpower/40000-in-salary-withheld-from-maid
78,https://www.straitstimes.com/singapore/manpower/report-suggests-maids-at-risk-of-forced-labour
79,https://www.straitstimes.com/singapore/manpower/fb-firm-fined-for-making-false-salary-declarations
80,https://www.straitstimes.com/singapore/manpower/other-approaches-look-at-productivity-not-age
81,https://www.straitstimes.com/singapore/manpower/the-challenge-making-the-most-of-silver-capital
82,https://www.straitstimes.com/singapore/manpower/solutions-policies-training-and-wage-subsidies
83,https://www.straitstimes.com/singapore/manpower/transitioning-from-it-sales-to-career-in-e-commerce
84,https://www.straitstimes.com/singapore/manpower/30000-got-new-jobs-in-2018-through-adapt-and-grow
85,https://www.straitstimes.com/singapore/manpower/panellists-discuss-ways-to-help-older-workers
86,https://www.straitstimes.com/singapore/manpower/prolonged-exposure-to-polluted-air-affects-productivity-study
87,https://www.straitstimes.com/singapore/manpower/grading-scheme-for-maid-agencies-runs-into-a-snag
88,https://www.straitstimes.com/singapore/manpower/more-deaths-fewer-injuries-in-construction-from-jan-to-nov
89,https://www.straitstimes.com/singapore/manpower/more-distressed-foreign-workers-helped
90,https://www.straitstimes.com/singapore/manpower/ads-likening-maids-to-goods-resurface-online
91,https://www.straitstimes.com/singapore/manpower/job-market-picks-up-but-hiring-may-be-easing
92,https://www.straitstimes.com/singapore/manpower/more-than-200-maids-in-debt-seek-help-after-loan-cap-takes-effect
93,https://www.straitstimes.com/singapore/manpower/landscaping-workers-to-get-pay-rise-bonus-from-2020
94,https://www.straitstimes.com/singapore/manpower/job-seekers-must-identify-learn-right-skills-workforce-singapore
95,https://www.straitstimes.com/singapore/manpower/incomes-up-more-younger-and-older-workers-employed
96,https://www.straitstimes.com/singapore/manpower/job-pay-prospects-next-year-mixed-across-sectors-say-observers
97,https://www.straitstimes.com/singapore/manpower/cleaners-lose-out-in-bidding-war-for-contracts
98,https://www.straitstimes.com/singapore/manpower/cleaners-to-get-at-least-2-weeks-pay-as-bonus-from-2020
